productCode,productName,productSlug,sku,colour,size,quantity,unitCostZar,lineTransferValueZar,approvedSellingPriceZar,costBasis,sourceFamily,basisNote,provisional,seller,buyer,legalSellerAfterTransfer,brand,category,enabled,availability
P026,KS Active High-Waist Seamless Short,ks-active-high-waist-seamless-short,KS-ARCH-P026-FLMNG-S,Flamingo,S,1,100.0,100.0,419.0,January 2023 Order.xlsx family: high-waist-seamless-shorts,high-waist-seamless-shorts,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P026,KS Active High-Waist Seamless Short,ks-active-high-waist-seamless-short,KS-ARCH-P026-TRUPU-M,True Purple,M,1,100.0,100.0,419.0,January 2023 Order.xlsx family: high-waist-seamless-shorts,high-waist-seamless-shorts,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P027,KS Active Curve Seam Legging,ks-active-curve-seam-legging,KS-ARCH-P027-ESPRS-L,Espresso,L,2,149.35,298.7,499.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P027,KS Active Curve Seam Legging,ks-active-curve-seam-legging,KS-ARCH-P027-ESPRS-M,Espresso,M,1,149.35,149.35,499.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P027,KS Active Curve Seam Legging,ks-active-curve-seam-legging,KS-ARCH-P027-FORGR-M,Forest Green,M,1,149.35,149.35,499.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P027,KS Active Curve Seam Legging,ks-active-curve-seam-legging,KS-ARCH-P027-FORGR-S,Forest Green,S,1,149.35,149.35,499.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P027,KS Active Curve Seam Legging,ks-active-curve-seam-legging,KS-ARCH-P027-OLVOL-M,Olive,M,1,149.35,149.35,499.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P027,KS Active Curve Seam Legging,ks-active-curve-seam-legging,KS-ARCH-P027-OLVOL-S,Olive,S,1,149.35,149.35,499.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P028,KS Active High-Waist Seamless Legging,ks-active-high-waist-seamless-legging,KS-ARCH-P028-ELEVI-S,Electric Violet,S,1,140.0,140.0,529.0,January 2023 Order.xlsx family: high-waist-seamless-leggings,high-waist-seamless-leggings,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P028,KS Active High-Waist Seamless Legging,ks-active-high-waist-seamless-legging,KS-ARCH-P028-TRUPU-S,True Purple,S,1,140.0,140.0,529.0,January 2023 Order.xlsx family: high-waist-seamless-leggings,high-waist-seamless-leggings,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P030,KS Active Crisscross Back Bra,ks-active-crisscross-back-bra,KS-ARCH-P030-BLCKB-L,Black,L,1,120.0,120.0,479.0,January 2023 Order.xlsx family: seamless-crisscross-back-sports-bra,seamless-crisscross-back-sports-bra,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P030,KS Active Crisscross Back Bra,ks-active-crisscross-back-bra,KS-ARCH-P030-TRUPU-S,True Purple,S,1,120.0,120.0,479.0,January 2023 Order.xlsx family: seamless-crisscross-back-sports-bra,seamless-crisscross-back-sports-bra,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-AZUBL-L,Azure Blue,L,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-AZUBL-M,Azure Blue,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-AZUBL-S,Azure Blue,S,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-BYZVI-L,Byzantine Violet,L,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-BYZVI-M,Byzantine Violet,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-CNNMN-M,Cinnamon,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-HUNGR-M,Hunter Green,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-IROGR-L,Iron Gray,L,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-IROGR-M,Iron Gray,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-IROGR-S,Iron Gray,S,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-JUNGR-L,Jungle Green,L,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-JUNGR-M,Jungle Green,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-JUNGR-S,Jungle Green,S,2,149.35,298.7,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-MVMAU-M,Mauve,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P033,KS Active Panel Seamless Legging,ks-active-panel-seamless-legging,KS-ARCH-P033-PINGR-L,Pine Green,L,3,149.35,448.05,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P035,KS Active Scrunch Seamless Legging,ks-active-scrunch-seamless-legging,KS-ARCH-P035-IMPRE-L,Imperial Red,L,1,160.0,160.0,499.0,January 2023 Order.xlsx family: seamless-breathable-scrunch-butt-leggings,seamless-breathable-scrunch-butt-leggings,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P035,KS Active Scrunch Seamless Legging,ks-active-scrunch-seamless-legging,KS-ARCH-P035-IMPRE-S,Imperial Red,S,1,160.0,160.0,499.0,January 2023 Order.xlsx family: seamless-breathable-scrunch-butt-leggings,seamless-breathable-scrunch-butt-leggings,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P035,KS Active Scrunch Seamless Legging,ks-active-scrunch-seamless-legging,KS-ARCH-P035-PEAYE-M,Peach Yellow,M,1,160.0,160.0,499.0,January 2023 Order.xlsx family: seamless-breathable-scrunch-butt-leggings,seamless-breathable-scrunch-butt-leggings,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P035,KS Active Scrunch Seamless Legging,ks-active-scrunch-seamless-legging,KS-ARCH-P035-PEAGR-L,Pearl Gray,L,1,160.0,160.0,499.0,January 2023 Order.xlsx family: seamless-breathable-scrunch-butt-leggings,seamless-breathable-scrunch-butt-leggings,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P035,KS Active Scrunch Seamless Legging,ks-active-scrunch-seamless-legging,KS-ARCH-P035-PEAGR-M,Pearl Gray,M,1,160.0,160.0,499.0,January 2023 Order.xlsx family: seamless-breathable-scrunch-butt-leggings,seamless-breathable-scrunch-butt-leggings,Direct January 2023 family match,False,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P049,KS Active Rib Contour Legging,ks-active-rib-contour-legging,KS-ARCH-P049-BRGRE-S,Bright Green,S,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P049,KS Active Rib Contour Legging,ks-active-rib-contour-legging,KS-ARCH-P049-WHITE-M,White,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P049,KS Active Rib Contour Legging,ks-active-rib-contour-legging,KS-ARCH-P049-PEAYEL-M,Peach Yellow,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P049,KS Active Rib Contour Legging,ks-active-rib-contour-legging,KS-ARCH-P049-EGYBLU-M,Egyptian Blue,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P049,KS Active Rib Contour Legging,ks-active-rib-contour-legging,KS-ARCH-P049-GRAY-M,Gray,M,1,149.35,149.35,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P049,KS Active Rib Contour Legging,ks-active-rib-contour-legging,KS-ARCH-P049-RED-M,Red,M,2,149.35,298.7,529.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-DKGRN-S,Dark Green,S,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-ESPRS-M,Espresso,M,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-ESPRS-L,Espresso,L,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-IRNBL-S,Iron Blue,S,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-IRNBL-M,Iron Blue,M,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-IRNBL-L,Iron Blue,L,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-PLUM-M,Plum,M,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-PLUM-L,Plum,L,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-VIOLT-S,Violet,S,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-VIOLT-M,Violet,M,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
P050,KS Active Racer Knit Bra,ks-active-racer-knit-bra,KS-ARCH-P050-VIOLT-L,Violet,L,1,149.35,149.35,399.0,Weighted historical unit cost management estimate,,Weighted historical unit cost management estimate,True,K SENTWA T/A KS ACTIVE,KALM COLLECTIVE (PTY) LTD,KALM COLLECTIVE (PTY) LTD,KS Active,KS Active Archive,True,low_stock
